"NIFTY 5, NIFTY 50 , 22592.1,-71.95000000000073,22619, 22303.8, 04-Apr-2024 11:08:46"
""
"NTPCEQN, NTPC,        355     8.75    362.7 354.8 04-Apr-2024 11:09:15"
""
"HDFCBANKEQN HDFCBANK          1504    30.2    1526.35        1504   04-Apr-2024 11:09:16"
""
"DIVISLABEQN    DIVISLAB       3708    39.9    3755.9 3688.25        04-Apr-2024 11:09:16"
""
"AXISBANKEQN AXISBANK          1070    7.05    1080.7 1063    04-Apr-2024 11:09:16"
""
"COALINDIAEQN COALINDIA        450     2.85    453.5 445.85 04-Apr-2024 11:09:15"
""
"KOTAKBANKEQN          KOTAKBANK       1747    9.9     1749.95       1735     04-Apr-2024 11:09:16"
""
"TCSEQNTCS      3975.9 15.05 3980      3935.25         04-Apr-2024 11:09:15"
""
"LTIMEQN        LTIM   4901.95         17.45 4915.45          4866.1 04-Apr-2024 11:09:15"
""
"POWERGRIDEQN          POWERGRID       282.8 0.85      286.7 280.35 04-Apr-2024 11:09:16"
""
"HINDALCOEQN HINDALCO          590     -0.1    590     576.25 04-Apr-2024 11:09:16"
""
"TECHMEQN       TECHM 1260     -3.35   1264.9 1246.9 04-Apr-2024 11:09:15"
""
"HINDUNILVREQN         HINDUNILVR      2270    -6.45   2274.8 2249.25         04-Apr-2024 11:09:14"
""
"BAJAJFINSVEQN BAJAJFINSV      1650    -5.45   1650.3 1630    04-Apr-2024 11:09:16"
""
"TATAMOTORSEQN         TATAMOTORS      1016    -3.4    1017   1003   04-Apr-2024 11:09:16"
""
"SBILIFEEQN     SBILIFE 1467.5 -5.2    1468.8 1447     04-Apr-2024 11:09:16"
""
"ADANIENTEQN ADANIENT          3250    -11.55 3273     3220   04-Apr-2024 11:09:16"
""
"WIPROEQN       WIPRO 485.8 -1.75      486.45 479.6 04-Apr-2024 11:09:16"
""
"INFYEQN        INFY   1490.55         -5.65   1492.95        1468   04-Apr-2024 11:09:15"
""
"ASIANPAINTEQN         ASIANPAINT      2870    -11.15 2886    2851.25         04-Apr-2024 11:09:15"
""
"BAJFINANCEEQN         BAJFINANCE      7345    -29.2   7350   7255   04-Apr-2024 11:09:16"
""
"TATACONSUMEQN         TATACONSUM 1132.8 -4.5          1132.9 1108.55         04-Apr-2024 11:09:16"
""
"HCLTECHEQN     HCLTECH        1540.8 -7.1     1543.65        1518.7 04-Apr-2024 11:09:15"
""
"APOLLOHOSPEQN         APOLLOHOSP      6425    -32.1   6429   6326.4 04-Apr-2024 11:09:16"
""
